,D,T,P,DP
0,2020-09-01 13:00:00,,,
1,2020-09-01 14:00:00,,,
2,2020-09-01 15:00:00,,,
3,2020-09-01 16:00:00,,,
4,2020-09-01 17:00:00,,,
5,2020-09-01 18:00:00,,,
6,2020-09-01 19:00:00,,,
7,2020-09-01 20:00:00,35.0,29.76,21.0
8,2020-09-03 13:00:00,,,
9,2020-09-03 14:00:00,,,
10,2020-09-03 15:00:00,,,
11,2020-09-03 16:00:00,,,
12,2020-09-03 17:00:00,,,
13,2020-09-03 18:00:00,,,
14,2020-09-03 19:00:00,,,
15,2020-09-03 20:00:00,33.0,29.77,21.0
