,D,T,P,DP
0,2020-08-19 12:00:00,27,29.82,25
1,2020-08-19 13:00:00,30,29.83,25
2,2020-08-19 14:00:00,30,29.86,25
3,2020-08-19 15:00:00,30,29.85,24
4,2020-08-19 16:00:00,27,29.87,26
5,2020-08-19 17:00:00,27,29.85,26
6,2020-08-19 17:05:00,30,29.85,25
7,2020-08-19 17:15:00,27,29.83,26
8,2020-08-19 18:00:00,27,29.79,25
9,2020-08-19 19:00:00,28,29.77,25
10,2020-08-19 20:00:00,30,29.75,25
