,Fecha,Latitud,Longitud,altura,V_radial,Reflectividad
1387,2020-08-17_23:55:53,6.658,-74.838,6272.7,-5.917,8.541
1388,2020-08-17_23:55:53,6.739,-74.838,6167.1,-6.061,7.812
1389,2020-08-17_23:55:53,6.820,-74.838,6076.3,-4.919,-3.167
1390,2020-08-17_23:55:53,6.901,-74.838,6053.5,-6.770,5.492
1391,2020-08-17_23:55:53,6.982,-74.838,6057.7,-6.039,4.860
1392,2020-08-17_23:55:53,7.062,-74.838,1907.0,-0.068,14.045
1393,2020-08-17_23:55:53,7.062,-74.838,3605.6,-4.084,16.094
1394,2020-08-17_23:55:53,7.062,-74.838,6086.7,-6.099,5.952
1395,2020-08-17_23:55:53,7.143,-74.838,1944.2,1.451,10.800
1396,2020-08-17_23:55:53,7.143,-74.838,3666.5,-4.681,9.326
1397,2020-08-17_23:55:53,7.143,-74.838,6182.4,-6.473,9.962
1398,2020-08-17_23:55:53,5.931,-74.757,5014.9,4.013,5.214
1399,2020-08-17_23:55:53,5.931,-74.757,8255.9,1.505,-1.019
1400,2020-08-17_23:55:53,6.011,-74.757,4764.4,2.816,7.762
1401,2020-08-17_23:55:53,6.011,-74.757,7883.0,3.136,-0.938
1402,2020-08-17_23:55:53,6.092,-74.757,4525.4,1.896,7.917
1403,2020-08-17_23:55:53,6.658,-74.757,5778.4,-6.365,4.000
1404,2020-08-17_23:55:53,6.739,-74.757,5657.3,-5.759,2.633
1405,2020-08-17_23:55:53,6.820,-74.757,5578.4,-5.587,-2.500
1406,2020-08-17_23:55:53,6.901,-74.757,5545.5,-5.658,-2.667
1407,2020-08-17_23:55:53,6.982,-74.757,5544.3,-5.926,1.000
1408,2020-08-17_23:55:53,7.062,-74.757,3294.9,-4.355,-3.750
1409,2020-08-17_23:55:53,7.062,-74.757,5595.3,-5.123,-1.375
1410,2020-08-17_23:55:53,7.143,-74.757,3342.5,-4.412,-1.100
1411,2020-08-17_23:55:53,7.143,-74.757,5673.4,-5.981,-1.167
1412,2020-08-17_23:55:53,5.850,-74.676,5033.7,1.826,0.000
1413,2020-08-17_23:55:53,5.931,-74.676,4764.1,3.979,2.650
1414,2020-08-17_23:55:53,5.931,-74.676,7874.1,4.164,-1.050
1415,2020-08-17_23:55:53,6.011,-74.676,4509.0,2.535,12.316
1416,2020-08-17_23:55:53,6.011,-74.676,7487.0,4.397,-1.500
1417,2020-08-17_23:55:53,6.820,-74.676,1533.1,-0.378,-2.889
1418,2020-08-17_23:55:53,7.224,-74.676,5316.9,-5.252,-3.208
1419,2020-08-17_23:55:53,6.011,-74.594,2317.8,0.475,17.613
1420,2020-08-17_23:55:53,6.011,-74.594,4264.8,2.206,17.061
1421,2020-08-17_23:55:53,6.982,-74.594,1343.1,-0.645,-6.000
1422,2020-08-17_23:55:53,7.062,-74.594,1365.3,-1.062,-2.833
1423,2020-08-17_23:55:53,7.143,-74.594,4706.9,-5.981,-3.250
1424,2020-08-17_23:55:53,7.224,-74.594,4844.8,-6.424,-1.000
1425,2020-08-17_23:55:53,7.305,-74.594,5027.5,-5.924,-3.000
1426,2020-08-17_23:55:53,5.931,-74.513,2347.3,-0.447,12.500
1427,2020-08-17_23:55:53,5.931,-74.513,4314.5,2.855,15.481
1428,2020-08-17_23:55:53,5.931,-74.513,7192.5,0.000,-1.000
1429,2020-08-17_23:55:53,6.011,-74.513,2177.4,-0.979,15.524
1430,2020-08-17_23:55:53,6.011,-74.513,4043.2,1.950,13.900
1431,2020-08-17_23:55:53,6.011,-74.513,6771.5,0.000,-1.000
1432,2020-08-17_23:55:53,6.820,-74.513,1192.6,-0.315,-2.000
1433,2020-08-17_23:55:53,6.901,-74.513,1179.3,-0.113,-5.300
1434,2020-08-17_23:55:53,6.982,-74.513,1178.3,-2.887,-4.500
1435,2020-08-17_23:55:53,7.062,-74.513,1199.4,-1.952,-1.000
1436,2020-08-17_23:55:53,7.224,-74.513,4390.0,-5.423,-1.868
1437,2020-08-17_23:55:53,7.305,-74.513,4581.6,-6.688,-3.556
1438,2020-08-17_23:55:53,7.386,-74.513,4822.1,-5.644,-2.042
1439,2020-08-17_23:55:53,5.931,-74.431,4113.0,1.826,12.300
1440,2020-08-17_23:55:53,6.011,-74.431,3840.1,0.860,21.000
1441,2020-08-17_23:55:53,6.658,-74.431,1123.6,-0.220,-4.971
1442,2020-08-17_23:55:53,6.739,-74.431,1072.2,-0.132,-3.642
1443,2020-08-17_23:55:53,6.820,-74.431,1039.3,-0.574,-3.306
1444,2020-08-17_23:55:53,6.901,-74.431,1021.7,-0.708,-5.375
1445,2020-08-17_23:55:53,6.982,-74.431,1024.7,-1.704,12.475
1446,2020-08-17_23:55:53,6.982,-74.431,2076.3,0.245,11.583
1447,2020-08-17_23:55:53,6.982,-74.431,3614.2,1.249,12.610
1448,2020-08-17_23:55:53,7.062,-74.431,1042.3,-1.693,9.628
1449,2020-08-17_23:55:53,7.062,-74.431,2108.7,1.920,15.863
1450,2020-08-17_23:55:53,7.062,-74.431,3669.2,-0.565,18.898
1451,2020-08-17_23:55:53,7.143,-74.431,1081.6,-3.225,-4.850
1452,2020-08-17_23:55:53,7.305,-74.431,1206.3,-0.630,-6.571
1453,2020-08-17_23:55:53,7.305,-74.431,4158.1,-5.504,-2.841
1454,2020-08-17_23:55:53,7.386,-74.431,4412.1,-5.185,-2.000
1455,2020-08-17_23:55:53,7.467,-74.431,4697.9,-5.185,1.875
1456,2020-08-17_23:55:53,8.356,-74.431,5754.1,6.150,10.409
1457,2020-08-17_23:55:53,8.437,-74.431,3518.3,4.291,14.808
1458,2020-08-17_23:55:53,8.437,-74.431,6099.2,6.377,13.109
1459,2020-08-17_23:55:53,8.518,-74.431,6452.6,3.586,6.625
1460,2020-08-17_23:55:53,5.850,-74.350,2295.5,0.534,15.800
1461,2020-08-17_23:55:53,5.850,-74.350,4228.2,1.767,5.545
1462,2020-08-17_23:55:53,6.739,-74.350,929.8,-0.466,-4.490
1463,2020-08-17_23:55:53,6.820,-74.350,894.4,-1.339,-3.064
1464,2020-08-17_23:55:53,6.901,-74.350,875.3,-1.215,-5.125
1465,2020-08-17_23:55:53,6.982,-74.350,878.3,-1.258,13.343
1466,2020-08-17_23:55:53,6.982,-74.350,1802.9,-0.601,20.632
1467,2020-08-17_23:55:53,6.982,-74.350,3153.0,1.969,15.727
1468,2020-08-17_23:55:53,7.062,-74.350,899.2,-2.684,17.000
1469,2020-08-17_23:55:53,7.062,-74.350,1842.9,-1.013,10.643
1470,2020-08-17_23:55:53,7.062,-74.350,3220.5,2.161,-0.567
1471,2020-08-17_23:55:53,7.143,-74.350,939.6,-4.543,-5.667
1472,2020-08-17_23:55:53,7.224,-74.350,996.1,-2.770,-5.500
1473,2020-08-17_23:55:53,7.305,-74.350,1070.3,-0.504,-5.312
1474,2020-08-17_23:55:53,7.467,-74.350,4327.1,-4.614,-0.132
1475,2020-08-17_23:55:53,7.548,-74.350,4662.1,-5.007,4.245
1476,2020-08-17_23:55:53,7.628,-74.350,5024.9,-5.738,2.935
1477,2020-08-17_23:55:53,8.356,-74.350,3182.1,3.970,13.750
1478,2020-08-17_23:55:53,8.356,-74.350,5600.8,6.421,10.706
1479,2020-08-17_23:55:53,8.437,-74.350,3422.0,3.471,19.443
1480,2020-08-17_23:55:53,8.437,-74.350,5960.3,5.579,13.863
1481,2020-08-17_23:55:53,8.518,-74.350,3673.4,4.123,12.368
1482,2020-08-17_23:55:53,8.518,-74.350,6329.7,4.822,9.900
1483,2020-08-17_23:55:53,5.769,-74.268,2395.2,1.335,23.650
1484,2020-08-17_23:55:53,5.769,-74.268,4386.6,3.274,12.571
1485,2020-08-17_23:55:53,5.850,-74.268,2196.0,1.084,18.887
1486,2020-08-17_23:55:53,5.850,-74.268,4074.3,1.241,15.368
1487,2020-08-17_23:55:53,6.739,-74.268,797.8,0.873,-4.268
1488,2020-08-17_23:55:53,6.820,-74.268,758.5,0.174,-3.689
1489,2020-08-17_23:55:53,6.901,-74.268,739.0,-0.733,-3.660
1490,2020-08-17_23:55:53,6.901,-74.268,1532.8,-2.362,-10.091
1491,2020-08-17_23:55:53,6.982,-74.268,742.3,-0.931,-3.670
1492,2020-08-17_23:55:53,6.982,-74.268,1539.6,-1.639,-7.889
1493,2020-08-17_23:55:53,7.143,-74.268,1666.4,0.000,-7.417
1494,2020-08-17_23:55:53,7.224,-74.268,869.1,-2.067,-6.900
1495,2020-08-17_23:55:53,7.548,-74.268,4341.4,-6.457,-6.500
1496,2020-08-17_23:55:53,7.628,-74.268,4724.6,-6.352,-0.750
1497,2020-08-17_23:55:53,7.709,-74.268,5128.9,-5.372,-1.694
1498,2020-08-17_23:55:53,8.437,-74.268,3327.7,3.471,8.375
1499,2020-08-17_23:55:53,8.437,-74.268,5822.5,5.108,6.944
1500,2020-08-17_23:55:53,8.518,-74.268,3572.8,3.370,16.894
1501,2020-08-17_23:55:53,8.518,-74.268,6184.3,4.701,9.878
1502,2020-08-17_23:55:53,8.598,-74.268,3826.3,3.950,16.833
1503,2020-08-17_23:55:53,8.598,-74.268,6554.1,4.502,10.750
1504,2020-08-17_23:55:53,6.254,-74.187,1278.6,0.000,-1.754
1505,2020-08-17_23:55:53,6.335,-74.187,1145.2,-0.642,-2.188
1506,2020-08-17_23:55:53,6.416,-74.187,1022.5,-0.094,-4.750
1507,2020-08-17_23:55:53,6.739,-74.187,676.3,2.097,-5.200
1508,2020-08-17_23:55:53,6.739,-74.187,1407.1,0.078,-8.600
1509,2020-08-17_23:55:53,6.820,-74.187,633.5,0.810,-2.320
1510,2020-08-17_23:55:53,6.820,-74.187,1321.8,-0.555,-6.350
1511,2020-08-17_23:55:53,6.901,-74.187,613.3,-0.704,-1.492
1512,2020-08-17_23:55:53,6.982,-74.187,615.6,-0.855,-1.323
1513,2020-08-17_23:55:53,6.982,-74.187,1285.1,-2.014,-7.429
1514,2020-08-17_23:55:53,7.062,-74.187,640.5,-1.417,-3.833
1515,2020-08-17_23:55:53,7.062,-74.187,1335.4,-2.029,-6.667
1516,2020-08-17_23:55:53,7.224,-74.187,1560.4,-2.783,-6.083
1517,2020-08-17_23:55:53,8.113,-74.187,4328.4,3.086,12.139
1518,2020-08-17_23:55:53,8.194,-74.187,2565.1,-1.628,-1.000
1519,2020-08-17_23:55:53,8.356,-74.187,3014.1,2.592,14.025
1520,2020-08-17_23:55:53,8.356,-74.187,5348.1,4.238,9.950
1521,2020-08-17_23:55:53,8.356,-74.187,8756.3,4.495,2.250
1522,2020-08-17_23:55:53,8.437,-74.187,3252.7,3.885,19.773
1523,2020-08-17_23:55:53,8.437,-74.187,5703.8,4.558,12.859
1524,2020-08-17_23:55:53,8.437,-74.187,9293.1,3.226,3.100
1525,2020-08-17_23:55:53,8.518,-74.187,3499.6,3.653,25.443
1526,2020-08-17_23:55:53,8.518,-74.187,6073.8,4.151,14.517
1527,2020-08-17_23:55:53,8.518,-74.187,9841.2,0.000,3.188
1528,2020-08-17_23:55:53,8.598,-74.187,3769.7,2.855,22.088
1529,2020-08-17_23:55:53,8.598,-74.187,6478.3,4.321,11.710
1530,2020-08-17_23:55:53,6.254,-74.105,1198.5,-0.244,-3.833
1531,2020-08-17_23:55:53,6.335,-74.105,1060.4,-0.202,-2.398
1532,2020-08-17_23:55:53,6.416,-74.105,933.7,-0.332,-2.225
1533,2020-08-17_23:55:53,6.497,-74.105,820.1,-0.749,-6.060
1534,2020-08-17_23:55:53,6.577,-74.105,719.5,-0.612,-5.050
1535,2020-08-17_23:55:53,6.577,-74.105,1494.2,-1.648,-5.000
1536,2020-08-17_23:55:53,6.658,-74.105,634.1,0.065,-9.333
1537,2020-08-17_23:55:53,6.658,-74.105,1322.6,-1.155,-8.100
1538,2020-08-17_23:55:53,6.739,-74.105,566.7,0.278,-8.628
1539,2020-08-17_23:55:53,6.739,-74.105,1183.5,0.786,-9.500
1540,2020-08-17_23:55:53,6.820,-74.105,519.3,1.649,-2.639
1541,2020-08-17_23:55:53,6.820,-74.105,1084.7,1.245,-4.338
1542,2020-08-17_23:55:53,6.820,-74.105,1911.6,-2.530,-13.000
1543,2020-08-17_23:55:53,6.901,-74.105,495.8,-0.107,-1.304
1544,2020-08-17_23:55:53,6.901,-74.105,1034.6,-0.495,-4.000
1545,2020-08-17_23:55:53,6.901,-74.105,1824.0,-1.312,-3.500
1546,2020-08-17_23:55:53,6.982,-74.105,498.5,-0.633,-2.300
1547,2020-08-17_23:55:53,6.982,-74.105,1833.8,-2.049,-10.786
1548,2020-08-17_23:55:53,7.062,-74.105,526.9,-1.404,-3.926
1549,2020-08-17_23:55:53,7.062,-74.105,1100.5,-2.606,-5.900
1550,2020-08-17_23:55:53,7.062,-74.105,1940.2,-0.246,-9.100
1551,2020-08-17_23:55:53,7.143,-74.105,578.7,-1.896,-4.300
1552,2020-08-17_23:55:53,7.143,-74.105,1208.8,-2.302,-6.446
1553,2020-08-17_23:55:53,7.224,-74.105,650.6,-3.859,0.000
1554,2020-08-17_23:55:53,7.224,-74.105,1355.6,-2.020,-7.888
1555,2020-08-17_23:55:53,7.305,-74.105,1533.0,-0.428,-9.500
1556,2020-08-17_23:55:53,7.548,-74.105,1087.8,-2.210,-4.667
1557,2020-08-17_23:55:53,8.113,-74.105,2282.9,-0.734,2.125
1558,2020-08-17_23:55:53,8.113,-74.105,4212.4,2.782,4.845
1559,2020-08-17_23:55:53,8.275,-74.105,2711.7,0.818,6.500
1560,2020-08-17_23:55:53,8.275,-74.105,4885.0,4.264,2.375
1561,2020-08-17_23:55:53,8.356,-74.105,2950.4,2.514,16.414
1562,2020-08-17_23:55:53,8.356,-74.105,5251.4,4.654,12.270
1563,2020-08-17_23:55:53,8.356,-74.105,8613.9,3.911,8.069
1564,2020-08-17_23:55:53,8.437,-74.105,3191.2,3.181,28.427
1565,2020-08-17_23:55:53,8.437,-74.105,5615.1,4.342,21.165
1566,2020-08-17_23:55:53,8.437,-74.105,9158.8,3.668,7.298
1567,2020-08-17_23:55:53,8.518,-74.105,3443.5,2.141,22.647
1568,2020-08-17_23:55:53,8.518,-74.105,5995.2,3.425,13.547
1569,2020-08-17_23:55:53,8.518,-74.105,9718.2,2.068,3.158
1570,2020-08-17_23:55:53,8.598,-74.105,3690.7,1.805,12.273
1571,2020-08-17_23:55:53,8.598,-74.105,6358.8,3.821,8.150
1572,2020-08-17_23:55:53,6.173,-74.024,1283.2,-0.881,-5.000
1573,2020-08-17_23:55:53,6.335,-74.024,992.6,-0.065,-3.364
1574,2020-08-17_23:55:53,6.416,-74.024,862.2,-0.604,-4.276
1575,2020-08-17_23:55:53,6.497,-74.024,743.1,-0.940,-4.375
1576,2020-08-17_23:55:53,6.497,-74.024,1540.1,-0.969,-7.833
1577,2020-08-17_23:55:53,6.577,-74.024,636.9,-0.884,-3.417
1578,2020-08-17_23:55:53,6.577,-74.024,1328.9,-1.776,-6.443
1579,2020-08-17_23:55:53,6.577,-74.024,2339.6,-0.432,-6.500
1580,2020-08-17_23:55:53,6.658,-74.024,544.8,0.039,-7.271
1581,2020-08-17_23:55:53,6.658,-74.024,1138.7,-0.833,-5.176
1582,2020-08-17_23:55:53,6.658,-74.024,2006.8,-2.703,-8.722
1583,2020-08-17_23:55:53,6.739,-74.024,979.1,0.359,-4.100
1584,2020-08-17_23:55:53,6.739,-74.024,1722.6,-3.778,-10.609
1585,2020-08-17_23:55:53,6.820,-74.024,416.1,1.013,-9.000
1586,2020-08-17_23:55:53,6.820,-74.024,861.7,0.770,-1.125
1587,2020-08-17_23:55:53,6.820,-74.024,1512.6,-2.891,-10.708
1588,2020-08-17_23:55:53,6.901,-74.024,387.9,0.771,-2.581
1589,2020-08-17_23:55:53,6.901,-74.024,798.9,-0.205,-1.780
1590,2020-08-17_23:55:53,6.901,-74.024,1400.3,-2.298,-8.348
1591,2020-08-17_23:55:53,6.982,-74.024,391.7,-0.519,-2.469
1592,2020-08-17_23:55:53,6.982,-74.024,807.4,-1.690,-1.409
1593,2020-08-17_23:55:53,6.982,-74.024,1416.1,-1.924,-6.729
1594,2020-08-17_23:55:53,7.062,-74.024,424.9,-1.106,-2.593
1595,2020-08-17_23:55:53,7.062,-74.024,881.0,-2.415,-2.793
1596,2020-08-17_23:55:53,7.062,-74.024,1546.7,-1.854,-11.259
1597,2020-08-17_23:55:53,7.143,-74.024,483.9,-1.355,-3.170
1598,2020-08-17_23:55:53,7.143,-74.024,1008.9,-2.819,-4.419
1599,2020-08-17_23:55:53,7.143,-74.024,1775.8,-1.007,-11.000
1600,2020-08-17_23:55:53,7.224,-74.024,562.4,-1.906,-3.000
1601,2020-08-17_23:55:53,7.224,-74.024,1176.3,-1.889,-6.882
1602,2020-08-17_23:55:53,7.305,-74.024,1370.0,-1.785,-8.444
1603,2020-08-17_23:55:53,7.467,-74.024,887.6,-2.240,-3.150
1604,2020-08-17_23:55:53,7.548,-74.024,1019.8,-2.575,-4.900
1605,2020-08-17_23:55:53,7.628,-74.024,1163.7,-2.033,-5.375
1606,2020-08-17_23:55:53,8.113,-74.024,2232.3,-0.817,9.260
1607,2020-08-17_23:55:53,8.113,-74.024,4129.6,1.363,10.113
1608,2020-08-17_23:55:53,8.194,-74.024,4482.8,2.487,6.603
1609,2020-08-17_23:55:53,8.275,-74.024,2667.1,0.124,17.931
1610,2020-08-17_23:55:53,8.275,-74.024,4817.9,2.825,12.458
1611,2020-08-17_23:55:53,8.275,-74.024,7956.9,4.079,5.245
1612,2020-08-17_23:55:53,8.356,-74.024,2895.0,2.181,23.685
1613,2020-08-17_23:55:53,8.356,-74.024,5168.4,3.369,20.556
1614,2020-08-17_23:55:53,8.356,-74.024,8486.9,4.259,5.717
1615,2020-08-17_23:55:53,8.437,-74.024,3143.6,3.230,20.918
1616,2020-08-17_23:55:53,8.437,-74.024,5543.8,2.943,18.945
1617,2020-08-17_23:55:53,8.437,-74.024,9051.9,3.220,5.649
1618,2020-08-17_23:55:53,8.518,-74.024,3398.8,2.032,18.275
1619,2020-08-17_23:55:53,8.518,-74.024,5925.3,3.820,10.556
1620,2020-08-17_23:55:53,8.518,-74.024,9619.9,2.478,3.500
1621,2020-08-17_23:55:53,6.092,-73.943,1401.9,-0.120,-1.900
1622,2020-08-17_23:55:53,6.335,-73.943,941.2,-0.121,-6.875
1623,2020-08-17_23:55:53,6.416,-73.943,807.3,-0.795,-5.839
1624,2020-08-17_23:55:53,6.497,-73.943,684.9,-0.803,-4.108
1625,2020-08-17_23:55:53,6.497,-73.943,1424.8,-0.816,-6.250
1626,2020-08-17_23:55:53,6.577,-73.943,573.4,-0.105,-3.958
1627,2020-08-17_23:55:53,6.577,-73.943,1197.4,-1.158,-4.100
1628,2020-08-17_23:55:53,6.577,-73.943,2108.9,-0.891,-9.556
1629,2020-08-17_23:55:53,6.658,-73.943,474.4,0.833,-5.882
1630,2020-08-17_23:55:53,6.658,-73.943,988.6,-0.493,-4.854
1631,2020-08-17_23:55:53,6.658,-73.943,1739.3,-1.829,-8.163
1632,2020-08-17_23:55:53,6.739,-73.943,389.7,0.597,-7.969
1633,2020-08-17_23:55:53,6.739,-73.943,802.9,0.477,-3.976
1634,2020-08-17_23:55:53,6.739,-73.943,1406.5,-2.429,-9.225
1635,2020-08-17_23:55:53,6.820,-73.943,325.4,1.539,-9.388
1636,2020-08-17_23:55:53,6.820,-73.943,1140.4,-0.879,-6.056
1637,2020-08-17_23:55:53,6.901,-73.943,290.3,1.166,-2.731
1638,2020-08-17_23:55:53,6.901,-73.943,574.6,0.804,-2.200
1639,2020-08-17_23:55:53,6.901,-73.943,990.1,-0.991,-4.100
1640,2020-08-17_23:55:53,6.982,-73.943,294.8,0.468,-1.758
1641,2020-08-17_23:55:53,6.982,-73.943,585.1,-1.337,-2.818
1642,2020-08-17_23:55:53,6.982,-73.943,1009.4,-2.036,-3.850
1643,2020-08-17_23:55:53,7.062,-73.943,336.7,-1.091,-2.000
1644,2020-08-17_23:55:53,7.062,-73.943,682.9,-2.059,-1.846
1645,2020-08-17_23:55:53,7.062,-73.943,1188.2,-1.668,-5.153
1646,2020-08-17_23:55:53,7.143,-73.943,405.9,-0.682,-2.067
1647,2020-08-17_23:55:53,7.143,-73.943,838.9,-2.532,-2.688
1648,2020-08-17_23:55:53,7.143,-73.943,1471.7,-0.949,-9.058
1649,2020-08-17_23:55:53,7.224,-73.943,493.5,-1.574,-2.312
1650,2020-08-17_23:55:53,7.224,-73.943,1812.5,-1.202,-10.409
1651,2020-08-17_23:55:53,7.305,-73.943,1243.7,-2.771,-7.079
1652,2020-08-17_23:55:53,7.386,-73.943,1474.4,-2.696,-7.111
1653,2020-08-17_23:55:53,7.548,-73.943,969.7,-2.436,-3.917
1654,2020-08-17_23:55:53,7.628,-73.943,1115.0,-2.305,-3.393
1655,2020-08-17_23:55:53,7.709,-73.943,1272.5,-3.148,4.597
1656,2020-08-17_23:55:53,8.033,-73.943,1994.0,-1.637,0.000
1657,2020-08-17_23:55:53,8.033,-73.943,3747.0,-1.172,4.500
1658,2020-08-17_23:55:53,8.033,-73.943,6299.4,1.994,3.750
1659,2020-08-17_23:55:53,8.113,-73.943,2196.2,-1.293,12.054
1660,2020-08-17_23:55:53,8.113,-73.943,4070.4,-0.634,11.661
1661,2020-08-17_23:55:53,8.113,-73.943,6806.3,5.030,4.500
1662,2020-08-17_23:55:53,8.194,-73.943,2403.4,-0.592,14.738
1663,2020-08-17_23:55:53,8.194,-73.943,4399.6,1.924,14.196
1664,2020-08-17_23:55:53,8.194,-73.943,7315.9,5.382,-0.111
1665,2020-08-17_23:55:53,8.275,-73.943,2640.1,-1.269,14.851
1666,2020-08-17_23:55:53,8.275,-73.943,4769.7,3.584,9.014
1667,2020-08-17_23:55:53,8.275,-73.943,7884.0,4.138,5.612
1668,2020-08-17_23:55:53,8.356,-73.943,2859.4,0.321,28.237
1669,2020-08-17_23:55:53,8.356,-73.943,5106.7,2.811,22.990
1670,2020-08-17_23:55:53,8.356,-73.943,8398.9,3.665,7.211
1671,2020-08-17_23:55:53,8.437,-73.943,3109.0,1.568,17.033
1672,2020-08-17_23:55:53,8.437,-73.943,5487.1,2.815,17.100
1673,2020-08-17_23:55:53,8.437,-73.943,8973.9,2.801,4.828
1674,2020-08-17_23:55:53,8.518,-73.943,3357.1,1.146,12.750
1675,2020-08-17_23:55:53,8.518,-73.943,5859.4,3.071,11.076
1676,2020-08-17_23:55:53,6.335,-73.861,907.9,-0.338,-3.875
1677,2020-08-17_23:55:53,6.416,-73.861,772.6,-1.285,-6.000
1678,2020-08-17_23:55:53,6.497,-73.861,646.4,-0.987,-4.988
1679,2020-08-17_23:55:53,6.497,-73.861,1347.6,-0.532,-6.110
1680,2020-08-17_23:55:53,6.577,-73.861,530.5,-0.599,-4.111
1681,2020-08-17_23:55:53,6.577,-73.861,1108.1,-1.417,-4.545
1682,2020-08-17_23:55:53,6.577,-73.861,1952.9,-1.961,-10.143
1683,2020-08-17_23:55:53,6.658,-73.861,425.0,1.339,-4.278
1684,2020-08-17_23:55:53,6.658,-73.861,881.2,-1.657,-5.750
1685,2020-08-17_23:55:53,6.658,-73.861,1547.4,-0.248,-6.299
1686,2020-08-17_23:55:53,6.739,-73.861,331.4,1.836,-6.000
1687,2020-08-17_23:55:53,6.739,-73.861,670.5,-0.015,-3.654
1688,2020-08-17_23:55:53,6.739,-73.861,1165.4,-0.438,-5.900
1689,2020-08-17_23:55:53,6.820,-73.861,252.7,1.236,-3.632
1690,2020-08-17_23:55:53,6.820,-73.861,484.6,1.322,-3.244
1691,2020-08-17_23:55:53,6.820,-73.861,823.1,-0.438,-3.125
1692,2020-08-17_23:55:53,6.901,-73.861,202.4,0.535,-13.432
1693,2020-08-17_23:55:53,6.901,-73.861,360.4,0.981,-2.756
1694,2020-08-17_23:55:53,6.901,-73.861,591.5,0.961,-2.697
1695,2020-08-17_23:55:53,6.982,-73.861,209.2,0.628,-1.071
1696,2020-08-17_23:55:53,6.982,-73.861,377.5,-0.522,-2.038
1697,2020-08-17_23:55:53,6.982,-73.861,623.1,-1.683,-2.340
1698,2020-08-17_23:55:53,7.062,-73.861,520.4,-1.404,-0.938
1699,2020-08-17_23:55:53,7.062,-73.861,890.0,-2.177,-1.429
1700,2020-08-17_23:55:53,7.143,-73.861,349.9,-0.509,-1.556
1701,2020-08-17_23:55:53,7.143,-73.861,1243.2,-1.211,-7.680
1702,2020-08-17_23:55:53,7.386,-73.861,1398.8,-3.002,-6.575
1703,2020-08-17_23:55:53,7.548,-73.861,937.2,-3.222,-2.429
1704,2020-08-17_23:55:53,7.709,-73.861,1240.7,-2.820,6.065
1705,2020-08-17_23:55:53,8.033,-73.861,1971.4,-1.995,10.295
1706,2020-08-17_23:55:53,8.033,-73.861,3708.4,-1.116,12.200
1707,2020-08-17_23:55:53,8.033,-73.861,6248.4,6.696,11.122
1708,2020-08-17_23:55:53,8.113,-73.861,2169.7,-1.774,15.304
1709,2020-08-17_23:55:53,8.113,-73.861,4030.8,0.621,16.487
1710,2020-08-17_23:55:53,8.113,-73.861,6751.3,5.895,13.308
1711,2020-08-17_23:55:53,8.194,-73.861,2385.6,-1.721,22.242
1712,2020-08-17_23:55:53,8.194,-73.861,4372.9,2.961,18.559
1713,2020-08-17_23:55:53,8.194,-73.861,7278.9,4.854,9.105
1714,2020-08-17_23:55:53,8.275,-73.861,2601.4,-0.654,16.380
1715,2020-08-17_23:55:53,8.275,-73.861,4709.5,3.307,12.727
1716,2020-08-17_23:55:53,8.275,-73.861,7794.3,4.558,7.710
1717,2020-08-17_23:55:53,8.356,-73.861,2841.2,0.202,21.538
1718,2020-08-17_23:55:53,8.356,-73.861,5081.7,2.402,18.988
1719,2020-08-17_23:55:53,8.356,-73.861,8359.6,2.758,6.935
1720,2020-08-17_23:55:53,8.437,-73.861,3084.0,0.395,20.217
1721,2020-08-17_23:55:53,8.437,-73.861,5453.5,2.030,17.012
1722,2020-08-17_23:55:53,8.437,-73.861,8917.6,2.108,5.462
1723,2020-08-17_23:55:53,8.518,-73.861,3328.6,0.755,7.167
1724,2020-08-17_23:55:53,8.518,-73.861,5819.2,2.755,10.400
1725,2020-08-17_23:55:53,6.335,-73.780,1836.6,-0.025,-7.500
1726,2020-08-17_23:55:53,6.416,-73.780,759.4,-0.743,-5.167
1727,2020-08-17_23:55:53,6.416,-73.780,1571.9,-0.194,-2.714
1728,2020-08-17_23:55:53,6.497,-73.780,629.8,-0.545,-8.250
1729,2020-08-17_23:55:53,6.497,-73.780,1313.5,-1.119,-5.943
1730,2020-08-17_23:55:53,6.577,-73.780,511.6,-0.543,-7.682
1731,2020-08-17_23:55:53,6.577,-73.780,1068.2,-1.518,-4.954
1732,2020-08-17_23:55:53,6.577,-73.780,1881.5,-2.417,-10.938
1733,2020-08-17_23:55:53,6.658,-73.780,403.3,1.242,-8.303
1734,2020-08-17_23:55:53,6.658,-73.780,833.1,-1.215,-5.688
1735,2020-08-17_23:55:53,6.658,-73.780,1461.7,-1.493,-9.539
1736,2020-08-17_23:55:53,6.739,-73.780,304.5,1.528,-9.418
1737,2020-08-17_23:55:53,6.739,-73.780,607.9,-0.495,-4.115
1738,2020-08-17_23:55:53,6.739,-73.780,1051.0,-1.457,-6.052
1739,2020-08-17_23:55:53,6.820,-73.780,214.3,0.733,-12.736
1740,2020-08-17_23:55:53,6.820,-73.780,390.2,1.339,-3.992
1741,2020-08-17_23:55:53,6.820,-73.780,647.0,0.065,-5.571
1742,2020-08-17_23:55:53,6.901,-73.780,135.1,-0.344,-12.110
1743,2020-08-17_23:55:53,6.901,-73.780,186.1,0.166,-4.976
1744,2020-08-17_23:55:53,6.901,-73.780,260.8,0.476,-5.603
1745,2020-08-17_23:55:53,6.982,-73.780,147.9,0.896,-5.200
