,Fecha,Latitud,Longitud,altura,V_radial,Reflectividad
0,2020-08-18_00:00:57,2.164,-78.994,8159.4,0.000,14.000
1,2020-08-18_00:00:57,2.245,-78.994,8124.4,0.000,16.204
2,2020-08-18_00:00:57,2.325,-78.994,8092.4,0.000,15.056
3,2020-08-18_00:00:57,2.245,-78.914,7799.1,-0.015,15.382
4,2020-08-18_00:00:57,2.325,-78.914,7775.1,0.000,16.828
5,2020-08-18_00:00:57,2.406,-78.914,7764.8,0.000,15.551
6,2020-08-18_00:00:57,1.436,-78.833,11803.5,0.000,12.750
7,2020-08-18_00:00:57,2.164,-78.833,10404.9,0.000,13.875
8,2020-08-18_00:00:57,2.245,-78.833,10366.8,-2.046,14.538
9,2020-08-18_00:00:57,2.325,-78.833,7460.0,2.394,14.873
10,2020-08-18_00:00:57,2.325,-78.833,10277.2,-2.962,14.609
11,2020-08-18_00:00:57,2.406,-78.833,7447.3,3.112,16.482
12,2020-08-18_00:00:57,2.406,-78.833,10264.2,-2.789,14.131
13,2020-08-18_00:00:57,2.487,-78.833,7437.3,4.726,16.042
14,2020-08-18_00:00:57,2.568,-78.833,7439.8,5.351,13.529
15,2020-08-18_00:00:57,1.436,-78.752,11414.4,0.000,15.544
16,2020-08-18_00:00:57,1.517,-78.752,11186.6,-1.175,15.042
17,2020-08-18_00:00:57,1.598,-78.752,7965.2,0.000,15.927
18,2020-08-18_00:00:57,1.679,-78.752,10787.3,-3.856,14.091
19,2020-08-18_00:00:57,2.164,-78.752,7274.5,3.929,14.398
20,2020-08-18_00:00:57,2.164,-78.752,10013.0,-0.048,15.154
21,2020-08-18_00:00:57,2.245,-78.752,7204.6,3.075,16.803
22,2020-08-18_00:00:57,2.245,-78.752,9917.3,-0.342,16.472
23,2020-08-18_00:00:57,2.325,-78.752,7178.3,3.720,15.940
24,2020-08-18_00:00:57,2.325,-78.752,9876.9,-2.184,16.217
25,2020-08-18_00:00:57,2.406,-78.752,7152.3,2.658,17.224
26,2020-08-18_00:00:57,2.406,-78.752,9844.9,-2.990,14.828
27,2020-08-18_00:00:57,2.487,-78.752,7141.0,2.819,17.129
28,2020-08-18_00:00:57,2.568,-78.752,7142.6,3.666,15.065
29,2020-08-18_00:00:57,1.598,-78.671,7688.0,-4.358,16.263
30,2020-08-18_00:00:57,1.598,-78.671,10597.5,-4.429,16.210
31,2020-08-18_00:00:57,1.679,-78.671,7549.2,-1.746,16.764
32,2020-08-18_00:00:57,1.679,-78.671,10403.0,-3.111,14.992
33,2020-08-18_00:00:57,2.164,-78.671,9583.8,-0.026,16.136
34,2020-08-18_00:00:57,2.245,-78.671,9528.4,-1.011,17.174
35,2020-08-18_00:00:57,2.325,-78.671,6904.8,2.338,18.045
36,2020-08-18_00:00:57,2.325,-78.671,9489.2,-3.186,17.279
37,2020-08-18_00:00:57,2.406,-78.671,6861.6,0.552,16.802
38,2020-08-18_00:00:57,2.406,-78.671,9427.0,-4.042,16.351
39,2020-08-18_00:00:57,2.487,-78.671,6855.9,0.339,16.696
40,2020-08-18_00:00:57,2.487,-78.671,9425.3,-2.710,13.965
41,2020-08-18_00:00:57,2.568,-78.671,6844.7,-0.066,15.159
42,2020-08-18_00:00:57,1.436,-78.590,10652.6,-1.653,15.186
43,2020-08-18_00:00:57,1.517,-78.590,7570.5,-6.007,13.395
44,2020-08-18_00:00:57,1.517,-78.590,10428.8,-1.521,15.993
45,2020-08-18_00:00:57,1.598,-78.590,7419.6,-5.535,14.448
46,2020-08-18_00:00:57,1.598,-78.590,10220.5,-3.753,16.361
47,2020-08-18_00:00:57,1.679,-78.590,10029.1,-2.248,16.375
48,2020-08-18_00:00:57,1.759,-78.590,7149.7,0.000,14.814
49,2020-08-18_00:00:57,1.759,-78.590,9837.0,-2.192,14.974
50,2020-08-18_00:00:57,2.083,-78.590,9286.4,0.000,12.125
51,2020-08-18_00:00:57,2.164,-78.590,9215.5,-0.230,17.040
52,2020-08-18_00:00:57,2.245,-78.590,6658.1,0.699,17.283
53,2020-08-18_00:00:57,2.245,-78.590,9139.4,-1.413,18.453
54,2020-08-18_00:00:57,2.325,-78.590,6610.9,-0.101,20.364
55,2020-08-18_00:00:57,2.325,-78.590,9064.4,-3.283,18.926
56,2020-08-18_00:00:57,2.406,-78.590,6594.0,-0.428,18.247
57,2020-08-18_00:00:57,2.406,-78.590,9041.9,-4.169,18.872
58,2020-08-18_00:00:57,2.487,-78.590,6580.3,-0.454,17.506
59,2020-08-18_00:00:57,2.487,-78.590,9028.9,-4.271,15.389
60,2020-08-18_00:00:57,2.568,-78.590,6583.3,-1.089,18.950
61,2020-08-18_00:00:57,2.568,-78.590,9028.9,-4.092,12.988
62,2020-08-18_00:00:57,2.649,-78.590,6585.9,0.000,17.493
63,2020-08-18_00:00:57,1.274,-78.509,7845.6,-0.407,16.462
64,2020-08-18_00:00:57,1.436,-78.509,7488.6,0.000,13.000
65,2020-08-18_00:00:57,1.436,-78.509,10321.0,-5.089,15.831
66,2020-08-18_00:00:57,1.517,-78.509,7322.5,-5.823,13.521
67,2020-08-18_00:00:57,1.517,-78.509,10086.1,-3.110,16.726
68,2020-08-18_00:00:57,1.598,-78.509,7164.5,-5.771,13.734
69,2020-08-18_00:00:57,1.598,-78.509,9858.7,-5.616,16.841
70,2020-08-18_00:00:57,1.679,-78.509,9665.6,-3.093,18.763
71,2020-08-18_00:00:57,1.759,-78.509,6891.7,0.000,15.522
72,2020-08-18_00:00:57,1.759,-78.509,9473.8,-2.928,15.398
73,2020-08-18_00:00:57,1.840,-78.509,9318.9,-4.380,12.667
74,2020-08-18_00:00:57,2.002,-78.509,9043.6,-0.021,12.545
75,2020-08-18_00:00:57,2.083,-78.509,8912.3,-0.776,13.309
76,2020-08-18_00:00:57,2.164,-78.509,6437.4,-1.451,12.885
77,2020-08-18_00:00:57,2.164,-78.509,8816.7,-0.020,16.160
78,2020-08-18_00:00:57,2.245,-78.509,6391.4,-0.258,18.694
79,2020-08-18_00:00:57,2.245,-78.509,8753.0,-0.257,20.435
80,2020-08-18_00:00:57,2.325,-78.509,6352.0,-0.902,23.109
81,2020-08-18_00:00:57,2.325,-78.509,8693.0,-5.006,19.128
82,2020-08-18_00:00:57,2.406,-78.509,8654.7,0.555,19.785
83,2020-08-18_00:00:57,2.487,-78.509,8639.8,-1.833,17.376
84,2020-08-18_00:00:57,2.568,-78.509,6317.1,0.299,19.033
85,2020-08-18_00:00:57,2.568,-78.509,8641.9,-4.419,14.294
86,2020-08-18_00:00:57,2.649,-78.509,6331.7,4.186,20.406
87,2020-08-18_00:00:57,2.730,-78.509,6356.4,2.001,14.867
88,2020-08-18_00:00:57,2.810,-78.509,6397.7,0.443,12.484
89,2020-08-18_00:00:57,2.891,-78.509,8847.5,-2.571,12.052
90,2020-08-18_00:00:57,2.972,-78.509,8949.1,-1.996,12.731
91,2020-08-18_00:00:57,3.053,-78.509,9045.6,-2.684,12.800
92,2020-08-18_00:00:57,1.436,-78.428,9957.8,-5.373,16.547
93,2020-08-18_00:00:57,1.517,-78.428,7074.1,-3.567,14.737
94,2020-08-18_00:00:57,1.517,-78.428,9729.0,-3.582,18.191
95,2020-08-18_00:00:57,1.598,-78.428,9513.5,-4.733,16.454
96,2020-08-18_00:00:57,1.679,-78.428,9312.2,-5.032,18.782
97,2020-08-18_00:00:57,1.759,-78.428,6649.2,-3.830,16.100
98,2020-08-18_00:00:57,1.759,-78.428,9124.4,-4.630,16.836
99,2020-08-18_00:00:57,1.840,-78.428,8948.3,-3.751,12.352
100,2020-08-18_00:00:57,2.002,-78.428,8671.2,-0.670,14.912
101,2020-08-18_00:00:57,2.083,-78.428,8549.8,-1.905,17.356
102,2020-08-18_00:00:57,2.164,-78.428,8450.4,-1.860,16.611
103,2020-08-18_00:00:57,2.245,-78.428,6133.7,-0.557,16.930
104,2020-08-18_00:00:57,2.245,-78.428,8372.4,-1.088,18.622
105,2020-08-18_00:00:57,2.325,-78.428,6088.5,-0.707,22.591
106,2020-08-18_00:00:57,2.325,-78.428,8308.8,-4.357,21.020
107,2020-08-18_00:00:57,2.406,-78.428,6063.4,1.242,16.051
108,2020-08-18_00:00:57,2.406,-78.428,8267.6,2.378,20.891
109,2020-08-18_00:00:57,2.487,-78.428,6057.7,2.196,17.233
110,2020-08-18_00:00:57,2.487,-78.428,8260.4,1.381,19.744
111,2020-08-18_00:00:57,2.568,-78.428,6059.1,1.404,19.109
112,2020-08-18_00:00:57,2.568,-78.428,8264.5,-3.216,17.333
113,2020-08-18_00:00:57,2.649,-78.428,6073.0,3.047,22.319
114,2020-08-18_00:00:57,2.730,-78.428,6101.2,0.537,18.989
115,2020-08-18_00:00:57,2.810,-78.428,6142.6,-0.874,12.426
116,2020-08-18_00:00:57,2.891,-78.428,6199.2,-0.032,11.651
117,2020-08-18_00:00:57,2.972,-78.428,6269.7,0.000,11.556
118,2020-08-18_00:00:57,2.972,-78.428,8572.1,-1.844,14.552
119,2020-08-18_00:00:57,3.053,-78.428,8679.1,-2.710,11.938
120,2020-08-18_00:00:57,1.194,-78.347,7581.1,-1.679,20.455
121,2020-08-18_00:00:57,1.194,-78.347,10445.3,-2.759,22.105
122,2020-08-18_00:00:57,1.274,-78.347,7382.2,-3.627,22.069
123,2020-08-18_00:00:57,1.274,-78.347,10163.3,-3.069,20.018
124,2020-08-18_00:00:57,1.355,-78.347,9902.7,-5.823,15.060
125,2020-08-18_00:00:57,1.436,-78.347,7010.5,0.000,13.900
126,2020-08-18_00:00:57,1.436,-78.347,9645.4,-5.630,18.084
127,2020-08-18_00:00:57,1.517,-78.347,6846.1,-5.082,15.500
128,2020-08-18_00:00:57,1.517,-78.347,9402.8,-3.559,22.018
129,2020-08-18_00:00:57,1.598,-78.347,6681.7,-2.930,16.809
130,2020-08-18_00:00:57,1.598,-78.347,9170.3,-3.787,20.412
131,2020-08-18_00:00:57,1.679,-78.347,8966.5,-5.038,19.895
132,2020-08-18_00:00:57,1.759,-78.347,6411.7,-4.499,14.500
133,2020-08-18_00:00:57,1.759,-78.347,8779.9,-5.351,15.362
134,2020-08-18_00:00:57,1.840,-78.347,6287.3,-4.866,13.000
135,2020-08-18_00:00:57,1.840,-78.347,8596.8,-3.323,14.327
136,2020-08-18_00:00:57,1.921,-78.347,8446.8,-3.515,12.981
137,2020-08-18_00:00:57,2.002,-78.347,8311.0,-2.241,18.331
138,2020-08-18_00:00:57,2.083,-78.347,8186.8,-3.511,18.337
139,2020-08-18_00:00:57,2.164,-78.347,8077.8,-2.207,16.793
140,2020-08-18_00:00:57,2.245,-78.347,5887.0,0.000,13.473
141,2020-08-18_00:00:57,2.245,-78.347,8007.8,-2.330,18.044
142,2020-08-18_00:00:57,2.325,-78.347,5849.9,0.036,22.753
143,2020-08-18_00:00:57,2.325,-78.347,7951.2,-4.449,21.560
144,2020-08-18_00:00:57,2.406,-78.347,5828.2,0.843,16.265
145,2020-08-18_00:00:57,2.406,-78.347,7918.0,1.432,21.358
146,2020-08-18_00:00:57,2.487,-78.347,5803.1,0.265,18.372
147,2020-08-18_00:00:57,2.487,-78.347,7881.0,2.037,20.694
148,2020-08-18_00:00:57,2.568,-78.347,5810.6,0.565,22.094
149,2020-08-18_00:00:57,2.568,-78.347,7894.5,-3.959,20.434
150,2020-08-18_00:00:57,2.649,-78.347,5817.5,3.628,25.139
151,2020-08-18_00:00:57,2.649,-78.347,7902.4,-3.618,18.714
152,2020-08-18_00:00:57,2.730,-78.347,5861.7,-0.863,18.126
153,2020-08-18_00:00:57,2.730,-78.347,7968.4,-1.076,15.706
154,2020-08-18_00:00:57,2.810,-78.347,8036.5,0.000,14.500
155,2020-08-18_00:00:57,2.891,-78.347,5958.0,-0.146,12.911
156,2020-08-18_00:00:57,2.891,-78.347,8114.2,-0.839,11.367
157,2020-08-18_00:00:57,2.972,-78.347,6024.0,0.000,12.011
158,2020-08-18_00:00:57,2.972,-78.347,8212.6,-2.266,13.901
159,2020-08-18_00:00:57,1.194,-78.266,7366.3,-0.420,21.226
160,2020-08-18_00:00:57,1.194,-78.266,10141.9,0.000,19.962
161,2020-08-18_00:00:57,1.274,-78.266,7160.3,-2.020,19.880
162,2020-08-18_00:00:57,1.436,-78.266,6785.0,-2.858,16.820
163,2020-08-18_00:00:57,1.436,-78.266,9320.5,-4.442,17.603
164,2020-08-18_00:00:57,1.517,-78.266,6612.3,-3.905,18.387
165,2020-08-18_00:00:57,1.517,-78.266,9070.4,-5.019,22.308
166,2020-08-18_00:00:57,1.598,-78.266,8850.7,0.329,20.006
167,2020-08-18_00:00:57,1.679,-78.266,8640.0,-2.036,15.315
168,2020-08-18_00:00:57,1.759,-78.266,6182.0,0.000,13.383
169,2020-08-18_00:00:57,1.759,-78.266,8441.6,-4.934,15.614
170,2020-08-18_00:00:57,1.840,-78.266,8267.4,-4.349,15.808
171,2020-08-18_00:00:57,1.921,-78.266,8104.8,-3.263,15.758
172,2020-08-18_00:00:57,2.002,-78.266,7961.7,-1.960,13.647
173,2020-08-18_00:00:57,2.083,-78.266,7836.1,-3.158,15.400
174,2020-08-18_00:00:57,2.164,-78.266,5703.1,-1.511,12.464
175,2020-08-18_00:00:57,2.164,-78.266,7730.9,-1.208,14.218
176,2020-08-18_00:00:57,2.245,-78.266,5662.7,-1.632,15.761
177,2020-08-18_00:00:57,2.245,-78.266,7669.5,-3.377,17.589
178,2020-08-18_00:00:57,2.325,-78.266,5603.7,0.255,23.626
179,2020-08-18_00:00:57,2.325,-78.266,7580.1,-1.955,20.220
180,2020-08-18_00:00:57,2.406,-78.266,5586.0,-0.164,14.700
181,2020-08-18_00:00:57,2.406,-78.266,7551.8,-0.982,20.412
182,2020-08-18_00:00:57,2.487,-78.266,5572.4,-1.611,19.613
183,2020-08-18_00:00:57,2.487,-78.266,7532.3,-0.773,20.992
184,2020-08-18_00:00:57,2.568,-78.266,5567.5,-0.299,27.229
185,2020-08-18_00:00:57,2.568,-78.266,7525.6,-5.589,20.401
186,2020-08-18_00:00:57,2.649,-78.266,5595.4,2.230,25.362
187,2020-08-18_00:00:57,2.649,-78.266,7565.6,-3.760,17.005
188,2020-08-18_00:00:57,2.730,-78.266,7595.5,0.000,10.900
189,2020-08-18_00:00:57,2.810,-78.266,7671.0,0.000,12.000
190,2020-08-18_00:00:57,2.891,-78.266,5727.7,-0.522,12.095
191,2020-08-18_00:00:57,2.891,-78.266,7767.1,-1.336,13.471
192,2020-08-18_00:00:57,2.972,-78.266,5791.0,0.000,11.300
193,2020-08-18_00:00:57,2.972,-78.266,7862.9,-1.326,13.906
194,2020-08-18_00:00:57,0.789,-78.185,8356.0,0.000,18.946
195,2020-08-18_00:00:57,1.355,-78.185,6758.7,-0.021,16.417
196,2020-08-18_00:00:57,1.436,-78.185,6575.1,-0.120,19.780
197,2020-08-18_00:00:57,1.436,-78.185,9015.7,0.000,17.422
198,2020-08-18_00:00:57,1.517,-78.185,6406.7,-3.676,21.979
199,2020-08-18_00:00:57,1.517,-78.185,8770.0,2.984,20.712
200,2020-08-18_00:00:57,1.598,-78.185,6250.9,0.000,11.312
201,2020-08-18_00:00:57,1.598,-78.185,8543.1,2.847,20.124
202,2020-08-18_00:00:57,1.679,-78.185,6095.7,0.000,13.728
203,2020-08-18_00:00:57,1.679,-78.185,8317.8,2.403,17.267
204,2020-08-18_00:00:57,1.759,-78.185,8120.2,-4.095,16.884
205,2020-08-18_00:00:57,1.840,-78.185,7935.9,-2.759,16.061
206,2020-08-18_00:00:57,1.921,-78.185,5729.5,0.000,11.214
207,2020-08-18_00:00:57,1.921,-78.185,7766.7,-4.126,17.782
208,2020-08-18_00:00:57,2.002,-78.185,7625.3,-2.942,12.481
209,2020-08-18_00:00:57,2.083,-78.185,7500.2,-0.887,11.250
210,2020-08-18_00:00:57,2.164,-78.185,7394.3,-0.760,13.100
211,2020-08-18_00:00:57,2.245,-78.185,5424.1,0.000,15.688
212,2020-08-18_00:00:57,2.245,-78.185,7304.7,-4.066,19.452
213,2020-08-18_00:00:57,2.325,-78.185,5390.4,-0.784,16.511
214,2020-08-18_00:00:57,2.325,-78.185,7255.3,-0.689,19.881
215,2020-08-18_00:00:57,2.406,-78.185,5351.2,-2.252,15.954
216,2020-08-18_00:00:57,2.406,-78.185,7192.5,-2.228,24.093
217,2020-08-18_00:00:57,2.487,-78.185,5344.4,-2.911,23.408
218,2020-08-18_00:00:57,2.487,-78.185,7183.5,-4.199,23.242
219,2020-08-18_00:00:57,2.568,-78.185,5346.2,-0.590,32.992
220,2020-08-18_00:00:57,2.568,-78.185,7186.3,-4.355,22.292
221,2020-08-18_00:00:57,2.649,-78.185,5357.4,-0.267,20.434
222,2020-08-18_00:00:57,2.649,-78.185,7203.7,-0.203,15.678
223,2020-08-18_00:00:57,2.810,-78.185,7316.5,0.315,12.367
224,2020-08-18_00:00:57,2.891,-78.185,7423.0,0.125,16.175
225,2020-08-18_00:00:57,2.972,-78.185,7525.5,0.109,15.500
226,2020-08-18_00:00:57,0.709,-78.104,8441.7,0.000,19.500
227,2020-08-18_00:00:57,0.789,-78.104,8178.9,0.000,20.500
228,2020-08-18_00:00:57,1.355,-78.104,6566.0,-4.809,23.333
229,2020-08-18_00:00:57,1.355,-78.104,9000.9,0.000,14.733
230,2020-08-18_00:00:57,1.436,-78.104,6376.0,-3.977,24.377
231,2020-08-18_00:00:57,1.436,-78.104,8728.5,0.000,23.741
232,2020-08-18_00:00:57,1.517,-78.104,6209.8,0.920,17.656
233,2020-08-18_00:00:57,1.517,-78.104,8483.7,-4.905,23.455
234,2020-08-18_00:00:57,1.598,-78.104,6044.4,-1.323,16.963
235,2020-08-18_00:00:57,1.598,-78.104,8240.9,-3.331,21.943
236,2020-08-18_00:00:57,1.679,-78.104,5893.6,0.000,11.267
237,2020-08-18_00:00:57,1.679,-78.104,8014.2,-2.518,15.849
238,2020-08-18_00:00:57,1.759,-78.104,5756.0,1.621,14.066
239,2020-08-18_00:00:57,1.759,-78.104,7807.2,-4.263,18.398
240,2020-08-18_00:00:57,1.840,-78.104,5634.5,2.358,13.430
241,2020-08-18_00:00:57,1.840,-78.104,7629.2,-0.648,16.799
242,2020-08-18_00:00:57,1.921,-78.104,5524.3,0.000,13.366
243,2020-08-18_00:00:57,1.921,-78.104,7458.3,-4.206,15.500
244,2020-08-18_00:00:57,2.002,-78.104,7303.4,-3.861,11.464
245,2020-08-18_00:00:57,2.164,-78.104,7060.7,-3.050,13.803
246,2020-08-18_00:00:57,2.245,-78.104,5206.0,-0.937,15.087
247,2020-08-18_00:00:57,2.245,-78.104,6966.4,-3.273,16.778
248,2020-08-18_00:00:57,2.245,-78.104,10952.1,-2.990,8.176
249,2020-08-18_00:00:57,2.325,-78.104,6909.9,-2.506,21.124
250,2020-08-18_00:00:57,2.325,-78.104,10846.8,-0.884,8.758
251,2020-08-18_00:00:57,2.406,-78.104,5139.3,-4.379,19.831
252,2020-08-18_00:00:57,2.406,-78.104,6863.9,-4.448,23.418
253,2020-08-18_00:00:57,2.406,-78.104,10763.1,0.000,7.900
254,2020-08-18_00:00:57,2.487,-78.104,5125.8,-2.612,28.871
255,2020-08-18_00:00:57,2.487,-78.104,6842.8,-4.397,23.112
256,2020-08-18_00:00:57,2.568,-78.104,5127.6,-1.289,28.454
257,2020-08-18_00:00:57,2.568,-78.104,6845.6,-0.533,17.603
258,2020-08-18_00:00:57,2.649,-78.104,5144.6,-1.301,14.456
259,2020-08-18_00:00:57,2.649,-78.104,6873.6,-1.280,12.415
260,2020-08-18_00:00:57,2.810,-78.104,6988.8,0.835,10.211
261,2020-08-18_00:00:57,2.810,-78.104,10992.4,-2.541,8.870
262,2020-08-18_00:00:57,2.891,-78.104,7089.0,0.983,15.410
263,2020-08-18_00:00:57,1.436,-78.023,6192.1,1.312,20.224
264,2020-08-18_00:00:57,1.517,-78.023,6017.5,1.282,21.159
265,2020-08-18_00:00:57,1.517,-78.023,8198.5,-3.597,22.408
266,2020-08-18_00:00:57,1.598,-78.023,5855.1,2.061,30.674
267,2020-08-18_00:00:57,1.598,-78.023,7955.2,-4.363,22.701
268,2020-08-18_00:00:57,1.679,-78.023,5702.5,2.304,18.670
269,2020-08-18_00:00:57,1.679,-78.023,7726.9,-3.462,18.743
270,2020-08-18_00:00:57,1.679,-78.023,12310.4,0.000,17.516
271,2020-08-18_00:00:57,1.759,-78.023,5561.4,0.529,13.794
272,2020-08-18_00:00:57,1.759,-78.023,7514.5,0.345,20.024
273,2020-08-18_00:00:57,1.759,-78.023,11933.3,-4.390,17.702
274,2020-08-18_00:00:57,1.840,-78.023,5437.1,-0.170,15.400
275,2020-08-18_00:00:57,1.840,-78.023,7323.0,4.697,15.369
276,2020-08-18_00:00:57,1.840,-78.023,11594.1,0.000,8.625
277,2020-08-18_00:00:57,1.921,-78.023,7148.3,2.466,9.938
278,2020-08-18_00:00:57,2.002,-78.023,5218.8,0.000,12.714
279,2020-08-18_00:00:57,2.083,-78.023,5133.0,-0.976,16.275
280,2020-08-18_00:00:57,2.164,-78.023,5059.1,-2.147,11.215
281,2020-08-18_00:00:57,2.164,-78.023,6739.1,0.000,10.360
282,2020-08-18_00:00:57,2.245,-78.023,5002.5,-3.207,20.299
283,2020-08-18_00:00:57,2.245,-78.023,6650.8,-2.901,17.223
284,2020-08-18_00:00:57,2.325,-78.023,4961.6,-1.502,17.496
285,2020-08-18_00:00:57,2.325,-78.023,6584.0,-1.731,17.925
286,2020-08-18_00:00:57,2.325,-78.023,10254.8,-1.312,9.119
287,2020-08-18_00:00:57,2.406,-78.023,4924.8,-2.269,26.218
288,2020-08-18_00:00:57,2.406,-78.023,6525.5,-3.075,21.338
289,2020-08-18_00:00:57,2.406,-78.023,10149.2,-1.402,10.471
290,2020-08-18_00:00:57,2.487,-78.023,4916.9,-1.240,24.318
291,2020-08-18_00:00:57,2.487,-78.023,6511.7,0.965,21.896
292,2020-08-18_00:00:57,2.487,-78.023,10123.2,-1.363,9.317
293,2020-08-18_00:00:57,2.568,-78.023,4918.6,-1.121,18.270
294,2020-08-18_00:00:57,2.568,-78.023,6514.4,-0.107,18.449
295,2020-08-18_00:00:57,2.568,-78.023,10128.2,-0.184,8.600
296,2020-08-18_00:00:57,2.649,-78.023,4929.5,-0.280,10.833
297,2020-08-18_00:00:57,2.649,-78.023,6533.1,-2.028,12.551
298,2020-08-18_00:00:57,2.730,-78.023,10277.7,-0.489,8.250
299,2020-08-18_00:00:57,2.810,-78.023,6670.9,0.000,8.500
300,2020-08-18_00:00:57,2.810,-78.023,10403.5,-2.025,11.350
301,2020-08-18_00:00:57,2.891,-78.023,6764.7,0.809,10.869
302,2020-08-18_00:00:57,2.891,-78.023,10582.7,-2.312,11.114
303,2020-08-18_00:00:57,1.113,-77.942,6836.0,1.915,22.033
304,2020-08-18_00:00:57,1.194,-77.942,6621.5,1.453,21.038
305,2020-08-18_00:00:57,1.436,-77.942,6016.4,-1.980,13.700
306,2020-08-18_00:00:57,1.517,-77.942,5839.1,0.685,21.236
307,2020-08-18_00:00:57,1.517,-77.942,7933.7,-0.236,17.468
308,2020-08-18_00:00:57,1.598,-77.942,5675.8,3.082,26.929
309,2020-08-18_00:00:57,1.598,-77.942,7686.1,-0.194,17.644
310,2020-08-18_00:00:57,1.679,-77.942,5517.0,-0.526,23.426
311,2020-08-18_00:00:57,1.679,-77.942,7447.7,2.037,21.064
312,2020-08-18_00:00:57,1.759,-77.942,5376.1,-1.231,18.468
313,2020-08-18_00:00:57,1.759,-77.942,7229.4,3.223,18.390
314,2020-08-18_00:00:57,1.759,-77.942,11424.4,-4.372,12.757
315,2020-08-18_00:00:57,1.840,-77.942,5248.0,-3.656,14.293
316,2020-08-18_00:00:57,1.840,-77.942,7036.0,-3.834,17.837
317,2020-08-18_00:00:57,1.840,-77.942,11072.1,-2.718,11.710
318,2020-08-18_00:00:57,1.921,-77.942,5131.7,-5.135,13.732
319,2020-08-18_00:00:57,1.921,-77.942,6854.5,-5.478,11.946
320,2020-08-18_00:00:57,2.002,-77.942,5030.1,-1.705,9.667
321,2020-08-18_00:00:57,2.002,-77.942,6693.0,-5.477,9.733
322,2020-08-18_00:00:57,2.002,-77.942,10447.0,-2.340,9.067
323,2020-08-18_00:00:57,2.083,-77.942,4938.1,-1.051,16.350
324,2020-08-18_00:00:57,2.083,-77.942,6549.3,-5.343,9.554
325,2020-08-18_00:00:57,2.083,-77.942,10188.6,-1.345,9.685
326,2020-08-18_00:00:57,2.164,-77.942,4866.2,-3.257,15.426
327,2020-08-18_00:00:57,2.164,-77.942,6432.5,-4.756,11.198
328,2020-08-18_00:00:57,2.164,-77.942,9971.9,-1.207,9.792
329,2020-08-18_00:00:57,2.245,-77.942,4805.0,-4.133,17.314
330,2020-08-18_00:00:57,2.245,-77.942,6337.9,-4.025,11.537
331,2020-08-18_00:00:57,2.245,-77.942,9794.5,-2.168,10.505
332,2020-08-18_00:00:57,2.325,-77.942,4758.7,-3.255,23.113
333,2020-08-18_00:00:57,2.325,-77.942,6259.6,-2.187,14.752
334,2020-08-18_00:00:57,2.325,-77.942,9655.6,-1.272,10.770
335,2020-08-18_00:00:57,2.406,-77.942,4730.8,-1.070,20.555
336,2020-08-18_00:00:57,2.406,-77.942,6215.8,-3.295,18.520
337,2020-08-18_00:00:57,2.406,-77.942,9573.8,-1.134,14.849
338,2020-08-18_00:00:57,2.487,-77.942,4715.8,-0.533,15.948
339,2020-08-18_00:00:57,2.487,-77.942,6191.0,-1.726,19.760
340,2020-08-18_00:00:57,2.487,-77.942,9528.9,-1.207,13.450
341,2020-08-18_00:00:57,2.568,-77.942,4719.0,0.335,10.627
342,2020-08-18_00:00:57,2.568,-77.942,6196.3,-0.574,19.187
343,2020-08-18_00:00:57,2.568,-77.942,9538.5,-0.661,8.589
344,2020-08-18_00:00:57,2.649,-77.942,6221.0,0.000,9.737
345,2020-08-18_00:00:57,2.730,-77.942,9684.9,-0.922,9.038
346,2020-08-18_00:00:57,2.810,-77.942,6355.5,0.000,8.000
347,2020-08-18_00:00:57,2.810,-77.942,9829.6,-1.856,12.723
348,2020-08-18_00:00:57,2.891,-77.942,6456.0,0.000,10.500
349,2020-08-18_00:00:57,2.891,-77.942,10017.5,-2.589,12.024
350,2020-08-18_00:00:57,1.113,-77.862,6682.7,2.592,20.852
351,2020-08-18_00:00:57,1.194,-77.862,6458.7,2.236,24.526
352,2020-08-18_00:00:57,1.274,-77.862,6243.4,2.555,25.267
353,2020-08-18_00:00:57,1.517,-77.862,5673.4,2.750,17.910
354,2020-08-18_00:00:57,1.517,-77.862,7684.1,0.000,17.000
355,2020-08-18_00:00:57,1.598,-77.862,5505.5,2.298,23.720
356,2020-08-18_00:00:57,1.598,-77.862,7429.6,-0.149,16.069
357,2020-08-18_00:00:57,1.679,-77.862,5348.2,-2.064,25.977
358,2020-08-18_00:00:57,1.679,-77.862,7189.8,3.018,15.877
359,2020-08-18_00:00:57,1.759,-77.862,5206.2,-1.478,22.941
360,2020-08-18_00:00:57,1.759,-77.862,6967.0,4.126,15.575
361,2020-08-18_00:00:57,1.759,-77.862,10954.7,-2.098,14.102
362,2020-08-18_00:00:57,1.840,-77.862,5074.6,-3.416,9.792
363,2020-08-18_00:00:57,1.840,-77.862,6763.6,-3.279,8.833
364,2020-08-18_00:00:57,1.921,-77.862,4954.8,-5.258,14.000
365,2020-08-18_00:00:57,1.921,-77.862,6574.5,0.000,7.825
366,2020-08-18_00:00:57,2.002,-77.862,9920.7,-2.702,8.107
367,2020-08-18_00:00:57,2.083,-77.862,4756.0,0.000,11.414
368,2020-08-18_00:00:57,2.083,-77.862,6257.2,-1.058,6.815
369,2020-08-18_00:00:57,2.083,-77.862,9648.7,-1.965,11.525
